t_list,x_list,v0_scn,L_scn,n_scn,N. file,LWR_flag,processed
"[251.44, 251.49, 251.54, 251.58999999999997, 251.64, 251.69, 251.74, 251.79, 251.84, 251.89, 251.94, 251.99, 252.04, 252.09, 252.14, 252.19, 252.24]","[array([27.00328416, 28.47709993, 29.95412191, 31.4342534 , 32.91740472,
       34.40348923, 35.89242688, 37.38413688, 38.87854548, 40.37558045,
       41.87517586, 43.37726328, 44.88178121, 46.38866875, 47.89787061,
       49.4093288 , 50.92299084]), array([57.93441825, 59.72631275, 61.51820724, 63.31010174, 65.10199624,
       66.89389074, 68.68578524, 70.47767973, 72.26957423, 74.06146873,
       75.85336323, 77.64525773, 79.43715222, 81.22904672, 83.02094122,
       84.81283572, 86.60473022])]",35.83788996124426,5.518803563336819,30,1,Lin,pre
"[261.64, 261.69, 261.74, 261.78999999999996, 261.84, 261.89, 261.94, 261.99, 262.04, 262.09000000000003, 262.14, 262.19, 262.24, 262.29, 262.34000000000003, 262.39, 262.44, 262.49, 262.53999999999996, 262.59, 262.64, 262.69, 262.74, 262.78999999999996, 262.84, 262.89, 262.94, 262.99, 263.04, 263.09000000000003, 263.14, 263.19, 263.24, 263.29, 263.34000000000003, 263.39, 263.44, 263.49, 263.53999999999996, 263.59, 263.64]","[array([11.15852696, 12.53424847, 13.91572606, 15.30260592, 16.69456908,
       18.09132706, 19.49261686, 20.89819936, 22.30785543, 23.7213844 ,
       25.13860117, 26.5593348 , 27.98342743, 29.41073251, 30.84111489,
       32.27444654, 33.7106095 , 35.14949286, 36.59099482, 38.03501616,
       39.4814663 , 40.93025861, 42.38131456, 43.83455509, 45.289909  ,
       46.74730709, 48.20668729, 49.66798551, 51.13114436, 52.59610781,
       54.06282531, 55.53124489, 57.00131884, 58.47300133, 59.94624996,
       61.42102292, 62.89727932, 64.37498139, 65.85409262, 67.33457974,
       68.81640676]), array([23.23524223, 24.88041065, 26.52557907, 28.17074749, 29.81591592,
       31.46108434, 33.10625276, 34.75142118, 36.3965896 , 38.04175802,
       39.68692644, 41.33209486, 42.97726328, 44.62243171, 46.26760013,
       47.91276855, 49.55793697, 51.20310539, 52.84827381, 54.49344223,
       56.13861065, 57.78377908, 59.4289475 , 61.07411592, 62.71928434,
       64.36445276, 66.00962118, 67.6547896 , 69.29995802, 70.94512644,
       72.59029487, 74.23546329, 75.88063171, 77.52580013, 79.17096855,
       80.81613697, 82.46130539, 84.10647381, 85.75164223, 87.39681066,
       89.04197908])]",32.90336842329405,2.0,31,1,Lin,pre
"[271.04, 271.09000000000003, 271.14, 271.19, 271.24, 271.29, 271.34000000000003, 271.39, 271.44, 271.49, 271.53999999999996, 271.59, 271.64]","[array([56.6703418 , 58.16830951, 59.68338767, 61.21360383, 62.7573386 ,
       64.3132421 , 65.88017349, 67.45716033, 69.04336598, 70.6380647 ,
       72.2406191 , 73.85046837, 75.46711533]), array([65.74701342, 67.6563756 , 69.56573777, 71.47509994, 73.38446211,
       75.29382428, 77.20318645, 79.11254862, 81.02191079, 82.93127296,
       84.84063513, 86.7499973 , 88.65935947])]",38.18724340726684,2.0,32,1,Lin,pre
"[272.24, 272.29, 272.34000000000003, 272.39, 272.44, 272.49, 272.53999999999996, 272.59, 272.64, 272.69, 272.74, 272.78999999999996, 272.84, 272.89, 272.94, 272.99, 273.04]","[array([14.33517555, 15.96835905, 17.60215927, 19.23656906, 20.87158041,
       22.50718634, 24.14338025, 25.78015583, 27.41750556, 29.05542264,
       30.69390111, 32.33293529, 33.97251844, 35.61264363, 37.2533056 ,
       38.89449909, 40.53621816]), array([52.16008465, 53.94659633, 55.733108  , 57.51961967, 59.30613135,
       61.09264302, 62.87915469, 64.66566637, 66.45217804, 68.23868971,
       70.02520139, 71.81171306, 73.59822473, 75.38473641, 77.17124808,
       78.95775975, 80.74427143])]",35.7302334662587,3.252916184007797,33,1,Lin,pre
"[291.64, 291.69, 291.74, 291.78999999999996, 291.84, 291.89, 291.94, 291.99, 292.04, 292.09000000000003, 292.14, 292.19, 292.24, 292.29, 292.34000000000003, 292.39, 292.44, 292.49, 292.53999999999996, 292.59, 292.64]","[array([19.85343535, 21.53803599, 23.22320616, 24.90893873, 26.5952254 ,
       28.2820589 , 29.96943258, 31.65734016, 33.34577411, 35.03472721,
       36.72419361, 38.41416761, 40.10464259, 41.79561131, 43.48706865,
       45.17900921, 46.87142738, 48.56431595, 50.25767045, 51.95148554,
       53.64575663]), array([48.19389501, 50.00609654, 51.81829808, 53.63049961, 55.44270114,
       57.25490267, 59.0671042 , 60.87930574, 62.69150727, 64.5037088 ,
       66.31591033, 68.12811186, 69.9403134 , 71.75251493, 73.56471646,
       75.37691799, 77.18911952, 79.00132106, 80.81352259, 82.62572412,
       84.43792565])]",36.24403064055086,2.0,34,1,Lin,pre
"[294.64, 294.69, 294.74, 294.78999999999996, 294.84, 294.89, 294.94, 294.99, 295.04, 295.09000000000003, 295.14, 295.19, 295.24]","[array([ 7.30515684,  8.57287534,  9.84305545, 11.11564664, 12.39060044,
       13.6678697 , 14.94740961, 16.22917546, 17.51312494, 18.79921652,
       20.08741151, 21.37766955, 22.6699538 ]), array([58.25850137, 59.88283292, 61.50716447, 63.13149601, 64.75582756,
       66.38015911, 68.00449066, 69.6288222 , 71.25315375, 72.8774853 ,
       74.50181684, 76.12614839, 77.75047994])]",32.48663094356551,11.225672131623503,35,1,Lin,pre
"[296.44, 296.49, 296.53999999999996, 296.59, 296.64, 296.69, 296.74, 296.78999999999996, 296.84, 296.89, 296.94, 296.99, 297.04, 297.09000000000003, 297.14, 297.19, 297.24]","[array([53.58017548, 54.5508219 , 55.58709878, 56.67191463, 57.79451609,
       58.94761735, 60.12600685, 61.3258115 , 62.54405448, 63.77839195,
       65.02693556, 66.28814074, 67.56072566, 68.84361071, 70.13587508,
       71.43672833, 72.74548557]), array([58.35949485, 59.95775519, 61.55601552, 63.15427586, 64.75253619,
       66.35079652, 67.94905686, 69.54731719, 71.14557753, 72.74383786,
       74.34209819, 75.94035853, 77.53861886, 79.1368792 , 80.73513953,
       82.33339986, 83.9316602 ])]",31.965206681123302,2.0,36,1,Lin,pre
"[298.04, 298.09000000000003, 298.14, 298.19, 298.24, 298.29, 298.34000000000003, 298.39, 298.44, 298.49, 298.53999999999996, 298.59, 298.64, 298.69, 298.74, 298.78999999999996, 298.84]","[array([39.99798702, 41.29582773, 42.60436553, 43.92276289, 45.25028678,
       46.58629142, 47.93020173, 49.28150591, 50.63974479, 52.0045061 ,
       53.37541578, 54.75213366, 56.13435034, 57.52178336, 58.91417495,
       60.3112842 , 61.7128918 ]), array([53.35316756, 55.03975687, 56.72634618, 58.41293549, 60.0995248 ,
       61.78611411, 63.47270342, 65.15929272, 66.84588203, 68.53247134,
       70.21906065, 71.90564996, 73.59223927, 75.27882858, 76.96541789,
       78.65200719, 80.3385965 ])]",33.73178617510866,3.1230953876936587,37,1,Lin,pre
"[301.44, 301.49, 301.53999999999996, 301.59, 301.64, 301.69, 301.74, 301.78999999999996, 301.84, 301.89, 301.93999999999994, 301.98999999999995, 302.03999999999996, 302.09, 302.14, 302.18999999999994, 302.23999999999995, 302.28999999999996, 302.34, 302.39, 302.44]","[array([37.56950716, 38.46679961, 39.39133289, 40.33971813, 41.30921432,
       42.29756964, 43.30290358, 44.32363034, 45.3583974 , 46.40603937,
       47.46554174, 48.53601769, 49.61668609, 50.7068554 , 51.80590616,
       52.91328502, 54.02849336, 55.15108184, 56.28064103, 57.41679778,
       58.5592115 ]), array([49.71197427, 51.21197427, 52.71197427, 54.21197427, 55.71197427,
       57.21197427, 58.71197427, 60.21197427, 61.71197427, 63.21197427,
       64.71197427, 66.21197427, 67.71197427, 69.21197427, 70.71197427,
       72.21197427, 73.71197427, 75.21197427, 76.71197427, 78.21197427,
       79.71197427])]",30.0,5.0,38,1,Lin,pre
"[307.23999999999995, 307.28999999999996, 307.34, 307.39, 307.44, 307.49, 307.53999999999996, 307.59, 307.64]","[array([55.85629355, 57.19612997, 58.53797662, 59.88176635, 61.22743886,
       62.5749357 , 63.92420381, 65.27518963, 66.62784303]), array([72.33364086, 73.85740395, 75.38116705, 76.90493015, 78.42869324,
       79.95245634, 81.47621944, 82.99998253, 84.52374563])]",30.47526193222766,2.0,39,1,Lin,pre
"[310.84, 310.89, 310.93999999999994, 310.98999999999995, 311.03999999999996, 311.09, 311.14, 311.18999999999994, 311.23999999999995]","[array([57.56243538, 59.02252967, 60.48475424, 61.9490371 , 63.41531371,
       64.88352148, 66.35360373, 67.82550301, 69.29916589]), array([74.62191372, 76.27468662, 77.92745951, 79.58023241, 81.2330053 ,
       82.8857782 , 84.53855109, 86.19132399, 87.84409688])]",33.05545790131121,2.0,40,1,Lin,pre
"[316.44, 316.49, 316.53999999999996, 316.59, 316.64, 316.69, 316.74, 316.78999999999996, 316.84, 316.89, 316.93999999999994, 316.98999999999995, 317.03999999999996]","[array([45.86378468, 47.49165696, 49.12326616, 50.75844906, 52.39705689,
       54.03894939, 55.68399931, 57.33208154, 58.98308305, 60.63689553,
       62.29342171, 63.95256289, 65.61423103]), array([62.47695635, 64.35769034, 66.23842433, 68.11915832, 69.9998923 ,
       71.88062629, 73.76136028, 75.64209427, 77.52282826, 79.40356224,
       81.28429623, 83.16503022, 85.04576421])]",37.61467975654951,2.250609076627537,41,1,Lin,pre
"[317.64, 317.69, 317.74, 317.78999999999996, 317.84, 317.89, 317.93999999999994, 317.98999999999995, 318.03999999999996, 318.09, 318.14, 318.18999999999994, 318.23999999999995, 318.28999999999996, 318.34, 318.39, 318.44, 318.49, 318.53999999999996, 318.59, 318.64, 318.69, 318.74, 318.78999999999996, 318.84]","[array([47.74907837, 48.44029391, 49.37752347, 50.44417203, 51.59411742,
       52.80347465, 54.05796867, 55.34826761, 56.66786852, 58.0120285 ,
       59.37715787, 60.76046694, 62.15973466, 63.57315884, 64.99925086,
       66.43676663, 67.88465481, 69.34201602, 70.80807193, 72.28214566,
       73.76364461, 75.25204664, 76.74688733, 78.2477506 , 79.75426441]), array([50.48200244, 52.25744394, 54.03288544, 55.80832694, 57.58376844,
       59.35920993, 61.13465143, 62.91009293, 64.68553443, 66.46097593,
       68.23641742, 70.01185892, 71.78730042, 73.56274192, 75.33818342,
       77.11362491, 78.88906641, 80.66450791, 82.43994941, 84.21539091,
       85.9908324 , 87.7662739 , 89.5417154 , 91.3171569 , 93.0925984 ])]",35.50882996025917,2.0,42,1,Lin,pre
"[320.44, 320.49, 320.53999999999996, 320.59, 320.64, 320.69, 320.74, 320.78999999999996, 320.84, 320.89, 320.93999999999994, 320.98999999999995, 321.03999999999996, 321.09, 321.14, 321.18999999999994, 321.23999999999995]","[array([27.50447071, 29.06284693, 30.62157089, 32.18063927, 33.74004907,
       35.2997958 , 36.85987701, 38.42028916, 39.98102997, 41.54209498,
       43.10348212, 44.66518741, 46.22720943, 47.78954372, 49.35218803,
       50.91513954, 52.47839598]), array([59.09253461, 60.75606234, 62.41959006, 64.08311779, 65.74664552,
       67.41017325, 69.07370098, 70.73722871, 72.40075643, 74.06428416,
       75.72781189, 77.39133962, 79.05486735, 80.71839508, 82.38192281,
       84.04545053, 85.70897826])]",33.27055457019136,2.0,43,1,Lin,pre
"[324.44, 324.49, 324.53999999999996, 324.59, 324.64, 324.69, 324.74, 324.78999999999996, 324.84, 324.89, 324.93999999999994, 324.98999999999995, 325.03999999999996, 325.09, 325.14, 325.18999999999994, 325.23999999999995, 325.28999999999996, 325.34, 325.39, 325.44, 325.49, 325.53999999999996, 325.59, 325.64, 325.69, 325.74, 325.78999999999996, 325.84, 325.89, 325.93999999999994, 325.98999999999995, 326.03999999999996, 326.09, 326.14, 326.18999999999994, 326.23999999999995, 326.28999999999996, 326.34, 326.39, 326.44]","[array([15.68601136, 16.85942344, 18.0496012 , 19.2545144 , 20.4725119 ,
       21.70222991, 22.94252544, 24.19243049, 25.45111674, 26.71786835,
       27.99206095, 29.27314712, 30.56064378, 31.85412229, 33.1531984 ,
       34.45752801, 35.76680068, 37.08073615, 38.39907922, 39.72159646,
       41.04807487, 42.37831909, 43.71215059, 45.04940152, 46.38991876,
       47.73355943, 49.08019357, 50.42969516, 51.78195013, 53.13684999,
       54.49429709, 55.85419365, 57.2164521 , 58.58098784, 59.94772528,
       61.31658688, 62.68750345, 64.06040782, 65.43523947, 66.81193671,
       68.19044298]), array([23.63725204, 25.19274079, 26.74822953, 28.30371828, 29.85920702,
       31.41469577, 32.97018451, 34.52567325, 36.081162  , 37.63665074,
       39.19213949, 40.74762823, 42.30311698, 43.85860572, 45.41409447,
       46.96958321, 48.52507196, 50.0805607 , 51.63604945, 53.19153819,
       54.74702693, 56.30251568, 57.85800442, 59.41349317, 60.96898191,
       62.52447066, 64.0799594 , 65.63544815, 67.19093689, 68.74642564,
       70.30191438, 71.85740312, 73.41289187, 74.96838061, 76.52386936,
       78.0793581 , 79.63484685, 81.19033559, 82.74582434, 84.30131308,
       85.85680183])]",31.10977489160754,2.0,44,1,Lin,pre
"[332.23999999999995, 332.28999999999996, 332.34, 332.39, 332.44, 332.49, 332.53999999999996, 332.59, 332.64, 332.69, 332.74, 332.78999999999996, 332.84, 332.89, 332.93999999999994, 332.98999999999995, 333.03999999999996, 333.09, 333.14, 333.18999999999994, 333.23999999999995, 333.28999999999996, 333.34, 333.39, 333.44, 333.49, 333.53999999999996, 333.59, 333.64, 333.69, 333.74, 333.78999999999996, 333.84]","[array([36.12746748, 37.06106637, 38.05805733, 39.1020911 , 40.18283038,
       41.29324753, 42.42830416, 43.58424714, 44.75818824, 45.94784959,
       47.15139523, 48.36732187, 49.59438027, 50.83151794, 52.07783706,
       53.33256623, 54.59503687, 55.86466545, 57.14093638, 58.42339377,
       59.71163151, 61.00528695, 62.30403411, 63.60757604, 64.91564532,
       66.22799805, 67.54441422, 68.86468664, 70.18862891, 71.5160673 ,
       72.84684594, 74.18081295, 75.51783253]), array([40.86547472, 42.41234494, 43.95921516, 45.50608538, 47.0529556 ,
       48.59982582, 50.14669604, 51.69356626, 53.24043648, 54.7873067 ,
       56.33417692, 57.88104713, 59.42791735, 60.97478757, 62.52165779,
       64.06852801, 65.61539823, 67.16226845, 68.70913867, 70.25600889,
       71.80287911, 73.34974933, 74.89661955, 76.44348977, 77.99035999,
       79.53723021, 81.08410043, 82.63097064, 84.17784086, 85.72471108,
       87.2715813 , 88.81845152, 90.36532174])]",30.937404387287877,2.0,45,1,Lin,pre
"[335.23999999999995, 335.28999999999996, 335.34, 335.39, 335.44, 335.49, 335.53999999999996, 335.59, 335.64, 335.69, 335.74, 335.78999999999996, 335.84]","[array([47.59303169, 49.021448  , 50.45136742, 51.88274987, 53.31555728,
       54.74975374, 56.18530519, 57.62217937, 59.06034283, 60.49976499,
       61.94041794, 63.38227399, 64.82530372]), array([66.36810592, 67.96596914, 69.56383236, 71.16169558, 72.7595588 ,
       74.35742203, 75.95528525, 77.55314847, 79.15101169, 80.74887491,
       82.34673813, 83.94460135, 85.54246457])]",31.957264410925614,2.0,46,1,Lin,pre
"[344.43999999999994, 344.48999999999995, 344.53999999999996, 344.59, 344.64, 344.69, 344.74, 344.78999999999996, 344.84, 344.89, 344.93999999999994, 344.98999999999995, 345.03999999999996, 345.09, 345.14, 345.19, 345.24]","[array([31.5093635 , 32.81749893, 34.13967417, 35.47458299, 36.82111064,
       38.17829598, 39.54530231, 40.92139749, 42.3059365 , 43.69834797,
       45.09812029, 46.50479593, 47.9179626 , 49.33724855, 50.7623155 ,
       52.19285438, 53.62858338]), array([43.5236936 , 45.25670122, 46.98970883, 48.72271645, 50.45572407,
       52.18873169, 53.9217393 , 55.65474692, 57.38775454, 59.12076216,
       60.85376977, 62.58677739, 64.31978501, 66.05279263, 67.78580024,
       69.51880786, 71.25181548])]",34.66015234833001,2.9975750405235653,47,1,Lin,pre
"[349.64, 349.69, 349.74, 349.78999999999996, 349.84, 349.89, 349.93999999999994, 349.98999999999995, 350.03999999999996, 350.09, 350.14, 350.19, 350.24, 350.28999999999996, 350.34, 350.39, 350.43999999999994]","[array([34.03942139, 35.5359654 , 37.03318124, 38.53105938, 40.02958853,
       41.5287586 , 43.02856075, 44.52898654, 46.03002597, 47.53166926,
       49.03390865, 50.53673655, 52.04014424, 53.54412217, 55.04866356,
       56.55376136, 58.05940814]), array([58.9796681 , 60.60631675, 62.23296539, 63.85961403, 65.48626268,
       67.11291132, 68.73955997, 70.36620861, 71.99285725, 73.6195059 ,
       75.24615454, 76.87280318, 78.49945183, 80.12610047, 81.75274911,
       83.37939776, 85.0060464 ])]",32.53297287083639,2.0,48,1,Lin,pre
"[351.64, 351.69, 351.74, 351.78999999999996, 351.84, 351.89, 351.93999999999994, 351.98999999999995, 352.03999999999996, 352.09, 352.14, 352.19, 352.24]","[array([53.51995122, 54.26402745, 55.11700624, 56.04953646, 57.04347537,
       58.08668088, 59.17054695, 60.28872038, 61.43634616, 62.60961729,
       63.80547954, 65.02144301, 66.25544477]), array([60.74461017, 62.48793499, 64.23125981, 65.97458464, 67.71790946,
       69.46123429, 71.20455911, 72.94788393, 74.69120876, 76.43453358,
       78.1778584 , 79.92118323, 81.66450805])]",34.86649647349922,4.427450304437165,49,1,Lin,pre
"[352.84, 352.89, 352.93999999999994, 352.98999999999995, 353.03999999999996, 353.09, 353.14, 353.19, 353.24, 353.28999999999996, 353.34, 353.39, 353.43999999999994, 353.48999999999995, 353.53999999999996, 353.59, 353.64, 353.69, 353.74, 353.78999999999996, 353.84]","[array([35.43346316, 36.29777473, 37.19381401, 38.11725856, 39.06468527,
       40.03332989, 41.02091954, 42.02556191, 43.04566062, 44.07985398,
       45.12696721, 46.18598123, 47.25600498, 48.33625394, 49.42603017,
       50.5247129 , 51.63174604, 52.74663035, 53.86891239, 54.99818129,
       56.13406289]), array([46.91382872, 48.41382872, 49.91382872, 51.41382872, 52.91382872,
       54.41382872, 55.91382872, 57.41382872, 58.91382872, 60.41382872,
       61.91382872, 63.41382872, 64.91382872, 66.41382872, 67.91382872,
       69.41382872, 70.91382872, 72.41382872, 73.91382872, 75.41382872,
       76.91382872])]",30.0,5.0,50,1,Lin,pre
"[358.84, 358.89, 358.93999999999994, 358.98999999999995, 359.03999999999996, 359.09, 359.14, 359.19, 359.24, 359.28999999999996, 359.34, 359.39, 359.43999999999994, 359.48999999999995, 359.53999999999996, 359.59, 359.64]","[array([30.85935169, 32.21439193, 33.57743684, 34.94788208, 36.32519611,
       37.70890879, 39.09859976, 40.49389346, 41.89445188, 43.29997049,
       44.71017275, 46.12480577, 47.54363947, 48.96646297, 50.3930842 ,
       51.82332235, 53.25701287]), array([41.67362809, 43.33094938, 44.98827068, 46.64559197, 48.30291327,
       49.96023456, 51.61755586, 53.27487715, 54.93219845, 56.58951974,
       58.24684103, 59.90416233, 61.56148362, 63.21880492, 64.87612621,
       66.53344751, 68.1907688 ])]",33.146425889680955,2.0,51,1,Lin,pre
"[361.24, 361.28999999999996, 361.34, 361.39, 361.43999999999994, 361.48999999999995, 361.53999999999996, 361.59, 361.64]","[array([ 9.34915997, 10.7903967 , 12.231668  , 13.67297379, 15.11431399,
       16.55568853, 17.99709733, 19.43854035, 20.88001746]), array([76.43604469, 77.92547065, 79.41489661, 80.90432257, 82.39374853,
       83.8831745 , 85.37260046, 86.86202642, 88.35145238])]",29.788519219603618,2.1713228141369165,52,1,Lin,pre
"[362.84, 362.89, 362.93999999999994, 362.98999999999995, 363.03999999999996, 363.09, 363.14, 363.19, 363.24, 363.28999999999996, 363.34, 363.39, 363.43999999999994, 363.48999999999995, 363.53999999999996, 363.59, 363.64, 363.69, 363.74, 363.78999999999996, 363.84, 363.89, 363.93999999999994, 363.98999999999995, 364.03999999999996]","[array([ 6.42715625,  8.04244397,  9.65781821, 11.27327863, 12.88882494,
       14.50445669, 16.12017364, 17.73597552, 19.35186173, 20.96783222,
       22.58388661, 24.20002452, 25.81624572, 27.43254978, 29.04893648,
       30.66540542, 32.28195651, 33.89858912, 35.5153031 , 37.13209813,
       38.74897421, 40.36593045, 41.98296684, 43.60008311, 45.21727891]), array([57.11438368, 58.79597994, 60.4775762 , 62.15917246, 63.84076872,
       65.52236498, 67.20396124, 68.8855575 , 70.56715376, 72.24875002,
       73.93034628, 75.61194254, 77.2935388 , 78.97513506, 80.65673132,
       82.33832758, 84.01992384, 85.7015201 , 87.38311636, 89.06471262,
       90.74630888, 92.42790514, 94.1095014 , 95.79109766, 97.47269392])]",33.631925195664984,2.0,53,1,Lin,pre
"[380.24, 380.28999999999996, 380.34, 380.39, 380.43999999999994, 380.48999999999995, 380.53999999999996, 380.59, 380.64]","[array([65.16874914, 66.53598306, 67.960867  , 69.43022779, 70.93525242,
       72.4697054 , 74.02897675, 75.60955082, 77.20867064]), array([71.09551243, 73.10636367, 75.11721491, 77.12806615, 79.13891739,
       81.14976863, 83.16061987, 85.17147111, 87.18232235])]",40.21702478602659,2.0,54,1,Lin,pre
"[385.03999999999996, 385.09, 385.14, 385.19, 385.24, 385.28999999999996, 385.34, 385.39, 385.43999999999994, 385.48999999999995, 385.53999999999996, 385.59, 385.64, 385.69, 385.74, 385.78999999999996, 385.84, 385.89, 385.93999999999994, 385.98999999999995, 386.03999999999996]","[array([ 4.49715433,  5.93754137,  7.38088985,  8.82712367, 10.27616985,
       11.72795849, 13.18242279, 14.63949786, 16.09912209, 17.56123582,
       19.02578283, 20.49270687, 21.96195552, 23.43347731, 24.90722459,
       26.38314799, 27.86120258, 29.34134363, 30.82353022, 32.30771905,
       33.79387094]), array([42.75567226, 44.53563157, 46.31559089, 48.0955502 , 49.87550951,
       51.65546883, 53.43542814, 55.21538746, 56.99534677, 58.77530609,
       60.5552654 , 62.33522472, 64.11518403, 65.89514335, 67.67510266,
       69.45506198, 71.23502129, 73.0149806 , 74.79493992, 76.57489923,
       78.35485855])]",35.59918629283557,7.331172801883402,55,1,Lin,pre
"[393.84, 393.89, 393.93999999999994, 393.98999999999995, 394.03999999999996, 394.09, 394.14, 394.19, 394.24]","[array([58.25045542, 59.61311504, 60.9821828 , 62.35723643, 63.73789827,
       65.12382941, 66.51472481, 67.91030426, 69.31031555]), array([69.86854249, 71.51049995, 73.1524574 , 74.79441485, 76.4363723 ,
       78.07832975, 79.7202872 , 81.36224465, 83.0042021 ])]",32.83914901249902,2.0,56,1,Lin,pre
"[402.03999999999996, 402.09, 402.14, 402.19, 402.24, 402.28999999999996, 402.34, 402.39, 402.43999999999994, 402.48999999999995, 402.53999999999996, 402.59, 402.64, 402.69, 402.74, 402.78999999999996, 402.84]","[array([45.74295356, 47.24796506, 48.76101386, 50.28150884, 51.80892821,
       53.3428094 , 54.88273785, 56.4283414 , 57.97928479, 59.53526504,
       61.09600797, 62.66125991, 64.23079148, 65.80439097, 67.38186714,
       68.96303715, 70.54773629]), array([57.23438264, 59.05139604, 60.86840944, 62.68542284, 64.50243625,
       66.31944965, 68.13646305, 69.95347645, 71.77048985, 73.58750325,
       75.40451666, 77.22153006, 79.03854346, 80.85555686, 82.67257026,
       84.48958366, 86.30659706])]",36.34026802918523,2.0,57,1,Lin,pre
"[403.64, 403.69, 403.74, 403.78999999999996, 403.84, 403.89, 403.93999999999994, 403.98999999999995, 404.03999999999996, 404.09, 404.14, 404.19, 404.24, 404.28999999999996, 404.34, 404.39, 404.43999999999994, 404.48999999999995, 404.53999999999996, 404.59, 404.64]","[array([27.73329489, 29.0501079 , 30.37084557, 31.69536805, 33.02354513,
       34.35525304, 35.69037688, 37.0288043 , 38.37043167, 39.71515926,
       41.0628953 , 42.4135476 , 43.76703225, 45.12326744, 46.48217866,
       47.84368897, 49.20772939, 50.57423186, 51.94313468, 53.31437343,
       54.68789003]), array([54.04521797, 55.68728893, 57.32935989, 58.97143085, 60.61350181,
       62.25557277, 63.89764373, 65.53971469, 67.18178565, 68.82385662,
       70.46592758, 72.10799854, 73.7500695 , 75.39214046, 77.03421142,
       78.67628238, 80.31835334, 81.9604243 , 83.60249526, 85.24456623,
       86.88663719])]",32.84141921905816,5.244021570660057,58,1,Lin,pre
"[411.64, 411.69, 411.74, 411.78999999999996, 411.84, 411.89, 411.93999999999994, 411.98999999999995, 412.03999999999996, 412.09, 412.14, 412.19, 412.24, 412.28999999999996, 412.34, 412.39, 412.43999999999994, 412.48999999999995, 412.53999999999996, 412.59, 412.64]","[array([35.31344633, 36.92754202, 38.54546421, 40.16703715, 41.79209976,
       43.42050168, 45.05210544, 46.68677861, 48.32440053, 49.96485669,
       51.60804342, 53.25385754, 54.90220613, 56.55299955, 58.2061575 ,
       59.86159765, 61.51924656, 63.17903274, 64.84089199, 66.5047583 ,
       68.17057172]), array([50.41199139, 52.27026549, 54.12853958, 55.98681368, 57.84508778,
       59.70336187, 61.56163597, 63.41991007, 65.27818416, 67.13645826,
       68.99473235, 70.85300645, 72.71128055, 74.56955464, 76.42782874,
       78.28610284, 80.14437693, 82.00265103, 83.86092512, 85.71919922,
       87.57747332])]",37.165481924514474,2.0,59,1,Lin,pre
"[429.24, 429.28999999999996, 429.34, 429.39, 429.43999999999994, 429.48999999999995, 429.53999999999996, 429.59, 429.64, 429.69, 429.74, 429.78999999999996, 429.84]","[array([51.9981054 , 53.34369459, 54.69657924, 56.05623783, 57.4222079 ,
       58.79407854, 60.17148092, 61.55408185, 62.94158121, 64.3337069 ,
       65.73021307, 67.13087032, 68.53547166]), array([63.07899387, 64.71625444, 66.35351501, 67.99077558, 69.62803615,
       71.26529672, 72.90255729, 74.53981786, 76.17707843, 77.814339  ,
       79.45159957, 81.08886014, 82.72612071])]",32.74521139577219,2.0,60,1,Lin,pre
"[431.03999999999996, 431.09, 431.14, 431.19, 431.24, 431.28999999999996, 431.34, 431.39, 431.43999999999994, 431.48999999999995, 431.53999999999996, 431.59, 431.64, 431.69, 431.74, 431.78999999999996, 431.84, 431.89, 431.93999999999994, 431.98999999999995, 432.03999999999996, 432.09, 432.14, 432.19, 432.24]","[array([24.41642883, 25.81991609, 27.22365448, 28.62764152, 30.03187598,
       31.43635489, 32.84107668, 34.24603942, 35.65124153, 37.05668035,
       38.4623544 , 39.86826183, 41.27440107, 42.68076974, 44.08736637,
       45.49418923, 46.90123666, 48.30850664, 49.71599769, 51.12370822,
       52.53163635, 53.93978054, 55.34813925, 56.75671104, 58.16549376]), array([57.2203792 , 58.71485607, 60.20933293, 61.7038098 , 63.19828666,
       64.69276352, 66.18724039, 67.68171725, 69.17619411, 70.67067098,
       72.16514784, 73.65962471, 75.15410157, 76.64857843, 78.1430553 ,
       79.63753216, 81.13200902, 82.62648589, 84.12096275, 85.61543962,
       87.10991648, 88.60439334, 90.09887021, 91.59334707, 93.08782393])]",29.889537275310328,2.0,61,1,Lin,pre
"[444.24, 444.28999999999996, 444.34, 444.39, 444.43999999999994, 444.48999999999995, 444.53999999999996, 444.59, 444.64, 444.69, 444.74, 444.78999999999996, 444.84, 444.89, 444.93999999999994, 444.98999999999995, 445.03999999999996, 445.09, 445.14, 445.19, 445.24]","[array([47.60987183, 48.61440997, 49.64738555, 50.70400767, 51.78069504,
       52.87468864, 53.98380735, 55.1062943 , 56.24070927, 57.38585336,
       58.5407143 , 59.70443032, 60.87626055, 62.05556297, 63.24177388,
       64.43439782, 65.63299574, 66.83717752, 68.04659397, 69.26092822,
       70.47989608]), array([53.8481793 , 55.30284081, 56.75750232, 58.21216383, 59.66682535,
       61.12148686, 62.57614837, 64.03080988, 65.48547139, 66.9401329 ,
       68.39479442, 69.84945593, 71.30411744, 72.75877895, 74.21344046,
       75.66810197, 77.12276348, 78.577425  , 80.03208651, 81.48674802,
       82.94140953])]",29.09323023178025,2.0,62,1,Lin,pre
